,d_spell,f_spell,champion,side,role,assists,damage_objectives,damage_building,damage_turrets,deaths,gold_earned,kda,kills,level,time_cc,damage_total,damage_taken,total_minions_killed,turret_kills,vision_score,result
210,4,12,Ryze,Side.red,Lane.mid_lane,8,6856,15795,6856,5,13219,3.0,7,15,29,168643,18184,181,5,12,True
211,4,12,Fiora,Side.red,Lane.top_lane,1,2568,3229,2568,4,6922,1.0,3,11,3,55812,13205,132,1,13,False
212,14,4,Nautilus,Side.red,Lane.utility,6,0,0,0,6,5731,1.3333333333333333,2,10,39,19340,12745,33,0,42,False
213,14,12,Akali,Side.red,Lane.top_lane,14,1987,2642,1987,5,13965,5.0,11,17,1,148123,25316,200,0,15,True
214,3,4,Draven,Side.blue,Lane.bot_lane,1,1575,3836,1575,8,7171,0.25,1,10,4,67531,12765,135,0,8,False
215,12,4,Akali,Side.blue,Lane.mid_lane,6,968,4832,968,6,11353,2.6666666666666665,10,14,2,97683,24775,156,0,41,False
216,6,4,Tryndamere,Side.red,Lane.top_lane,4,4284,16755,4284,6,22758,1.6666666666666667,6,18,10,505220,53830,435,2,58,False
217,11,4,Viego,Side.red,Lane.jungle,6,650,9279,650,9,10749,1.3333333333333333,6,14,18,150201,38406,49,0,38,False
218,12,4,Jayce,Side.blue,Lane.top_lane,13,7502,9695,7502,9,11682,2.0,5,14,7,107578,16909,131,2,22,True
219,3,4,Xerath,Side.red,Lane.utility,17,0,272,0,8,10208,2.375,2,13,32,62255,15120,48,0,80,False
220,12,4,Rumble,Side.blue,Lane.top_lane,13,788,23094,788,7,10101,2.7142857142857144,6,14,10,98709,20751,102,2,10,True
221,11,4,Taliyah,Side.red,Lane.jungle,6,0,37604,0,3,11371,6.0,12,15,10,156716,21217,22,2,25,True
222,4,14,Leona,Side.red,Lane.utility,13,167,358,167,6,6923,2.1666666666666665,0,12,52,16889,17775,34,0,56,True
223,4,6,Tryndamere,Side.red,Lane.top_lane,3,6583,6822,6583,4,12175,1.75,4,15,6,136922,23091,212,2,30,False
224,7,4,Jhin,Side.blue,Lane.bot_lane,1,730,4717,730,4,11795,2.0,7,12,24,122658,11521,198,0,23,False
225,12,4,Jayce,Side.blue,Lane.top_lane,7,7222,11421,7222,5,14447,3.4,10,15,7,154912,17767,194,2,21,False
226,12,4,Syndra,Side.blue,Lane.mid_lane,5,227,420,227,9,7782,0.8888888888888888,3,13,21,92975,15003,158,0,28,False
227,14,4,Thresh,Side.blue,Lane.utility,16,44,44,44,2,6646,9.5,3,10,27,17037,11809,28,0,34,True
228,14,4,Pyke,Side.red,Lane.utility,9,0,138,0,4,11387,4.0,7,12,20,24220,14214,39,0,105,True
229,14,4,Akali,Side.blue,Lane.mid_lane,7,482,2151,482,4,14251,4.75,12,16,2,144724,29699,180,1,13,False
230,4,11,Graves,Side.red,Lane.jungle,12,2011,44923,2011,3,14274,9.0,15,15,23,206419,23574,29,0,23,True
231,11,4,LeeSin,Side.blue,Lane.jungle,10,332,23415,332,8,13140,1.75,4,16,24,186735,48867,32,1,52,False
232,1,4,Jhin,Side.blue,Lane.bot_lane,5,0,2027,0,1,6361,8.0,3,9,15,61272,6748,125,0,17,False
233,4,11,Talon,Side.red,Lane.jungle,2,86,8908,86,4,7485,1.0,2,11,1,103353,14737,26,1,18,False
234,14,4,Alistar,Side.red,Lane.utility,12,0,210,0,8,8128,1.75,2,12,60,20821,23546,29,0,65,False
235,4,11,LeeSin,Side.blue,Lane.jungle,9,565,32458,565,6,12112,2.6666666666666665,7,16,17,182137,31387,42,1,27,True
236,12,4,Corki,Side.blue,Lane.mid_lane,4,688,793,688,4,10043,2.0,4,14,3,120915,18982,179,0,14,False
237,14,4,Karma,Side.blue,Lane.utility,21,2082,3436,2082,4,11415,6.25,4,15,29,47007,17400,32,1,92,True
238,3,4,Jhin,Side.red,Lane.bot_lane,14,4844,10650,4844,3,15242,9.0,13,15,29,170188,18649,188,2,29,True
239,12,4,Renekton,Side.blue,Lane.top_lane,0,2077,4091,2077,4,6571,0.75,3,11,11,66698,17816,117,0,7,False
240,3,4,Caitlyn,Side.red,Lane.bot_lane,15,12988,38299,12988,7,17924,2.857142857142857,5,18,25,297797,19370,295,5,38,True
241,4,1,Samira,Side.red,Lane.bot_lane,3,2363,5198,2363,4,13188,2.75,8,15,2,114496,14936,185,2,19,True
242,4,12,Kennen,Side.red,Lane.top_lane,1,1655,2039,1655,3,5046,0.3333333333333333,0,10,12,49041,8714,111,0,6,False
243,12,4,Ryze,Side.red,Lane.mid_lane,1,1386,2593,1386,6,10342,0.3333333333333333,1,14,21,148793,18804,228,0,25,False
244,4,12,Syndra,Side.blue,Lane.mid_lane,15,3130,6548,3130,6,15372,4.166666666666667,10,17,39,162068,20838,194,1,27,True
245,1,4,Yasuo,Side.red,Lane.mid_lane,5,952,9231,952,7,15967,1.4285714285714286,5,18,30,267026,26078,325,0,30,False
246,4,7,Caitlyn,Side.red,Lane.bot_lane,3,6393,20809,6393,8,17365,1.25,7,18,23,272546,26662,305,1,53,False
247,11,4,XinZhao,Side.red,Lane.jungle,9,3514,23795,3514,3,11418,5.333333333333333,7,14,28,140928,28433,21,2,25,True
248,14,4,Lulu,Side.red,Lane.utility,10,620,747,620,0,4380,11.0,1,7,6,9098,4603,6,0,33,True
249,14,4,Leona,Side.red,Lane.utility,14,427,464,427,6,7830,2.6666666666666665,2,13,31,20320,20682,39,0,64,True
250,3,4,Bard,Side.blue,Lane.utility,9,113,1448,113,10,5364,0.9,0,10,21,17743,20888,32,0,59,False
251,4,12,Jax,Side.blue,Lane.top_lane,0,3943,3943,3943,5,6443,0.0,0,12,9,86613,14084,154,1,13,False
252,12,4,TwistedFate,Side.red,Lane.mid_lane,10,199,414,199,4,7663,2.75,1,13,24,72369,13615,144,0,12,False
253,14,4,Rakan,Side.blue,Lane.utility,7,0,54,0,5,4772,1.8,2,9,12,11880,9870,17,0,19,False
254,12,4,Ryze,Side.red,Lane.mid_lane,11,2440,2499,2440,5,13386,3.0,4,17,21,207778,18786,252,1,16,True
255,7,4,Jinx,Side.blue,Lane.bot_lane,5,4586,12338,4586,1,10170,8.0,3,13,6,117988,9237,198,1,23,True
256,12,4,Syndra,Side.blue,Lane.mid_lane,5,902,2726,902,6,9761,1.1666666666666667,2,14,26,122872,18906,194,0,14,False
257,4,14,Morgana,Side.blue,Lane.utility,20,997,1819,997,5,7878,4.4,2,12,51,20493,11920,18,0,70,True
258,4,14,Zoe,Side.red,Lane.mid_lane,6,3356,9536,3356,6,14593,2.1666666666666665,7,17,27,165299,23886,219,0,28,False
259,7,4,Kindred,Side.blue,Lane.bot_lane,5,2859,2859,2859,2,8792,6.0,7,12,2,71029,11226,127,1,17,True
260,12,4,Lissandra,Side.blue,Lane.mid_lane,1,3681,5471,3681,3,6642,0.3333333333333333,0,12,20,90811,12227,160,0,9,False
261,1,4,Jinx,Side.red,Lane.bot_lane,9,786,6946,786,5,12538,3.0,6,15,12,165540,15630,207,0,26,False
262,12,4,TwistedFate,Side.blue,Lane.mid_lane,6,3518,3682,3518,6,9431,1.6666666666666667,4,12,27,99431,14614,158,1,22,False
263,11,4,Elise,Side.red,Lane.jungle,14,3679,8085,3679,2,11422,12.0,10,14,18,89789,18765,42,3,35,True
264,14,4,Alistar,Side.blue,Lane.utility,8,0,900,0,6,4931,1.8333333333333333,3,8,26,11474,9246,22,0,27,True
265,7,4,Jhin,Side.blue,Lane.bot_lane,0,432,911,432,3,5904,0.0,0,10,5,74548,4635,152,0,8,False
266,14,4,Vex,Side.blue,Lane.utility,9,1556,1858,1556,11,11228,1.6363636363636365,9,15,41,56433,22548,46,2,80,True
267,12,4,Yone,Side.blue,Lane.mid_lane,9,5508,13615,5508,11,12914,1.3636363636363635,6,16,23,170453,28106,207,4,21,True
268,12,4,Syndra,Side.blue,Lane.mid_lane,11,3699,6024,3699,7,14364,3.4285714285714284,13,16,28,149513,20019,183,1,29,True
269,4,12,Jayce,Side.red,Lane.top_lane,7,4005,8116,4005,9,9577,1.0,2,14,8,122031,17067,173,2,16,False
270,12,4,Jayce,Side.red,Lane.top_lane,5,7734,17364,7734,5,18802,3.6,13,18,9,237488,23815,270,4,35,True
271,4,7,Jhin,Side.red,Lane.bot_lane,14,3995,20293,3995,5,17096,5.0,11,17,34,225397,29684,243,1,29,False
272,12,4,Akali,Side.blue,Lane.mid_lane,3,901,2648,901,9,8322,1.0,6,13,1,77094,23358,132,0,11,False
273,4,14,Leona,Side.blue,Lane.utility,17,0,452,0,9,7324,1.8888888888888888,0,11,34,14194,17778,35,0,62,True
274,14,4,TwistedFate,Side.red,Lane.mid_lane,8,432,432,432,7,12335,1.7142857142857142,4,15,44,144878,24022,192,0,27,False
275,7,4,Jhin,Side.red,Lane.bot_lane,8,7001,11796,7001,4,17348,7.25,21,16,35,196343,17856,203,3,40,True
276,3,4,Aphelios,Side.red,Lane.bot_lane,7,15364,15364,15364,3,14184,8.0,17,11,21,108413,11432,160,4,16,True
277,4,11,LeeSin,Side.blue,Lane.jungle,9,3250,15730,3250,0,10397,13.0,4,14,9,143808,19825,35,2,34,True
278,11,4,Nidalee,Side.red,Lane.jungle,6,0,11960,0,6,8663,1.3333333333333333,2,13,6,109515,33899,48,0,32,False
279,4,12,Viktor,Side.red,Lane.mid_lane,10,4389,4389,4389,4,10203,3.5,4,14,14,115640,14285,182,3,13,True
280,4,11,LeeSin,Side.blue,Lane.jungle,4,1074,16581,1074,7,12196,1.1428571428571428,4,15,18,170767,39030,40,0,25,False
281,11,4,Talon,Side.red,Lane.jungle,17,813,23850,813,13,20695,2.076923076923077,10,18,16,261449,46833,74,0,28,True
282,14,4,Rell,Side.red,Lane.utility,9,0,63,0,6,5867,1.8333333333333333,2,10,31,19276,11614,29,1,38,False
283,4,7,MissFortune,Side.blue,Lane.bot_lane,11,8331,22619,8331,5,19766,5.0,14,17,17,233224,23454,250,4,44,True
284,12,4,Jayce,Side.red,Lane.top_lane,7,4216,7562,4216,6,8446,1.5,2,13,7,87218,14203,133,1,24,False
285,14,4,Gragas,Side.red,Lane.mid_lane,6,0,173,0,14,8523,0.7142857142857143,4,12,32,66892,31386,116,0,10,False
286,14,12,Gwen,Side.blue,Lane.top_lane,2,5754,5754,5754,7,11094,1.1428571428571428,6,14,6,103191,21609,187,2,9,False
287,4,14,Rakan,Side.red,Lane.utility,12,0,176,0,3,7891,5.333333333333333,4,12,34,19017,17059,36,0,76,False
288,7,4,MissFortune,Side.blue,Lane.bot_lane,11,9631,16024,9631,4,12340,4.25,6,14,12,131322,13081,196,2,16,True
289,4,12,Graves,Side.red,Lane.top_lane,4,1775,5340,1775,7,7172,0.7142857142857143,1,12,16,90245,16249,137,1,16,False
290,4,12,Ziggs,Side.red,Lane.bot_lane,10,14753,17845,14753,4,11998,3.75,5,14,19,158934,9973,201,2,19,False
291,4,12,Vex,Side.blue,Lane.mid_lane,1,1156,3669,1156,11,7244,0.36363636363636365,3,11,18,82111,16051,135,0,9,False
292,12,4,MonkeyKing,Side.blue,Lane.top_lane,1,435,2122,435,5,8654,1.0,4,12,8,65847,17335,133,0,13,False
293,14,4,Karma,Side.red,Lane.utility,13,435,899,435,11,7710,1.1818181818181819,0,12,21,22712,21860,18,0,69,False
294,11,4,Viego,Side.blue,Lane.jungle,9,1623,15813,1623,3,7745,4.0,3,12,6,86843,18023,9,0,27,True
295,6,4,Tryndamere,Side.red,Lane.top_lane,2,0,2840,0,5,8494,1.0,3,13,7,93129,27456,172,0,25,False
296,7,4,Jhin,Side.red,Lane.bot_lane,9,5114,10254,5114,4,12552,5.0,11,15,14,164119,15492,166,2,27,True
297,4,12,Camille,Side.red,Lane.top_lane,13,8968,19755,8968,3,16946,8.0,11,17,29,163260,33592,232,3,22,True
298,12,4,Urgot,Side.red,Lane.top_lane,3,0,5778,0,7,10192,1.1428571428571428,5,14,40,129868,24280,161,0,40,False
299,11,4,Ekko,Side.blue,Lane.jungle,8,1381,17776,1381,2,9108,8.0,8,12,13,115886,18830,37,1,19,True
300,4,11,Udyr,Side.red,Lane.jungle,8,243,29488,243,5,13730,3.6,10,16,44,188164,38868,86,1,46,False
301,14,4,Gragas,Side.blue,Lane.utility,12,372,696,372,9,9065,1.6666666666666667,3,13,50,31391,36059,35,1,99,False
302,4,14,Gragas,Side.red,Lane.utility,14,454,454,454,5,6421,3.0,1,10,31,14185,16178,14,0,46,False
303,3,4,Yasuo,Side.blue,Lane.bot_lane,9,7142,11649,7142,8,17982,3.125,16,17,22,244916,30613,214,3,23,True
304,4,12,Viktor,Side.red,Lane.bot_lane,12,3023,4163,3023,8,13147,2.375,7,14,21,149351,22199,199,2,17,False
305,14,4,Zoe,Side.red,Lane.mid_lane,11,6264,6264,6264,1,9489,19.0,8,13,17,89462,7666,150,2,9,True
306,14,4,Lux,Side.red,Lane.utility,14,401,921,401,14,8095,1.1428571428571428,2,13,27,23633,17751,26,0,59,False
307,11,4,Nidalee,Side.blue,Lane.jungle,6,840,10609,840,7,10236,1.5714285714285714,5,13,4,127621,24883,32,0,38,False
308,14,4,Thresh,Side.red,Lane.utility,20,684,684,684,4,7022,5.25,1,12,34,18116,13110,32,0,47,True
309,14,4,Lulu,Side.blue,Lane.utility,9,217,394,217,9,7798,1.1111111111111112,1,15,17,10507,21191,14,0,50,False
310,7,4,Jhin,Side.blue,Lane.bot_lane,3,6522,9658,6522,0,12233,13.0,10,13,14,118165,8773,177,4,15,True
311,7,4,Jhin,Side.blue,Lane.bot_lane,9,3104,11904,3104,2,11246,7.0,5,13,11,122681,10786,189,1,16,True
312,14,4,Vex,Side.red,Lane.mid_lane,1,72,72,72,0,7259,7.0,6,12,15,73321,5114,141,0,9,True
313,4,12,Galio,Side.blue,Lane.mid_lane,8,0,874,0,1,8721,14.0,6,12,36,70276,12405,133,0,17,True
314,3,4,Yasuo,Side.red,Lane.bot_lane,10,8397,20404,8397,6,16046,2.8333333333333335,7,17,21,259681,27765,249,3,23,True
315,4,12,Yone,Side.blue,Lane.mid_lane,6,5036,10868,5036,5,14255,2.4,6,17,13,189851,23095,210,4,21,True
316,11,4,Elise,Side.red,Lane.jungle,1,1278,13928,1278,1,8014,5.0,4,11,15,86208,10890,28,1,23,False
317,4,14,Morgana,Side.blue,Lane.utility,7,2568,2568,2568,3,7393,3.6666666666666665,4,9,22,17048,7536,18,2,46,True
318,12,4,Jax,Side.red,Lane.top_lane,0,2794,3898,2794,1,8152,0.0,0,13,6,120316,9947,180,1,9,False
319,4,12,Jax,Side.blue,Lane.top_lane,13,7083,20293,7083,4,15553,5.75,10,17,15,199809,33252,216,3,23,True
320,3,4,Aphelios,Side.blue,Lane.bot_lane,1,4891,4891,4891,8,7397,0.125,0,11,11,90847,14598,169,1,19,False
321,4,12,Gangplank,Side.red,Lane.top_lane,2,0,0,0,7,5542,0.42857142857142855,1,10,3,60356,15254,104,0,4,False
322,4,3,Zyra,Side.blue,Lane.utility,11,1066,4396,1066,6,6718,1.8333333333333333,0,11,44,28826,13581,37,1,61,True
323,11,4,Viego,Side.red,Lane.jungle,2,4723,30122,4723,1,13656,18.0,16,13,15,147797,19915,33,3,19,True
324,11,4,Nidalee,Side.red,Lane.jungle,4,5029,29219,5029,5,15510,4.0,16,15,6,162415,29251,28,3,36,True
325,4,12,Jayce,Side.blue,Lane.top_lane,14,7970,10319,7970,5,15810,5.2,12,16,12,137459,20859,168,4,33,True
326,4,3,Xayah,Side.red,Lane.bot_lane,8,616,616,616,8,6134,1.0,0,10,10,59814,12471,121,0,12,False
327,14,4,Leona,Side.red,Lane.utility,2,0,0,0,4,3970,0.75,1,8,18,11998,6859,29,0,10,False
328,12,4,Graves,Side.blue,Lane.top_lane,6,4868,13171,4868,3,12625,4.666666666666667,8,15,15,133241,13693,202,2,15,True
329,4,12,Irelia,Side.red,Lane.top_lane,5,1050,15079,1050,7,15099,2.2857142857142856,11,17,14,202767,33592,212,1,33,True
330,3,14,Jax,Side.blue,Lane.top_lane,1,2931,2931,2931,5,6654,0.6,2,12,9,67655,12807,121,1,13,False
331,11,4,Zac,Side.red,Lane.jungle,14,483,11152,483,4,15738,5.75,9,18,63,213384,52185,51,0,43,True
332,4,14,Jax,Side.blue,Lane.top_lane,4,6391,25696,6391,7,16526,1.8571428571428572,9,18,20,246715,35362,252,1,24,False
333,4,1,Lucian,Side.red,Lane.bot_lane,8,7296,14371,7296,7,14502,2.5714285714285716,10,16,2,195171,22176,215,4,26,True
334,4,3,Jhin,Side.blue,Lane.bot_lane,4,2167,2167,2167,4,11886,2.25,5,14,23,126937,11463,197,1,16,False
335,11,4,LeeSin,Side.red,Lane.jungle,9,2258,29161,2258,5,12658,3.2,7,16,20,177392,32844,52,3,30,True
336,14,4,Karma,Side.blue,Lane.utility,23,2082,4707,2082,2,9908,13.5,4,14,23,30446,18320,31,0,78,True
337,14,4,Karma,Side.blue,Lane.utility,13,246,246,246,5,8844,3.4,4,12,31,34163,16382,30,0,53,False
338,4,12,Graves,Side.blue,Lane.top_lane,6,2604,5548,2604,7,11353,1.2857142857142858,3,15,15,170293,18773,221,1,28,True
339,11,4,RekSai,Side.blue,Lane.jungle,7,281,14775,281,6,10225,2.1666666666666665,6,13,16,122767,23016,35,0,30,False
340,4,12,Akali,Side.blue,Lane.mid_lane,0,2685,2685,2685,9,7171,0.1111111111111111,1,12,0,81551,20780,149,1,13,False
341,14,4,Neeko,Side.red,Lane.utility,7,812,1025,812,16,6234,0.5625,2,10,23,17525,21854,8,0,45,False
342,4,12,Yone,Side.red,Lane.top_lane,8,2438,13129,2438,8,14777,2.125,9,17,19,214732,30560,226,2,31,True
343,4,7,Vayne,Side.blue,Lane.bot_lane,1,1036,1036,1036,7,7006,1.0,6,8,4,31793,10225,86,0,10,False
344,11,4,Viego,Side.blue,Lane.jungle,3,647,15582,647,11,7702,0.7272727272727273,5,12,12,68380,29504,10,1,12,False
345,12,4,RekSai,Side.red,Lane.top_lane,11,7087,16062,7087,8,12282,2.125,6,17,24,148061,32597,165,1,41,True
346,4,12,Jax,Side.red,Lane.top_lane,3,2600,17864,2600,4,12406,2.75,8,15,16,142990,18908,171,1,22,True
347,1,4,Caitlyn,Side.blue,Lane.bot_lane,5,9319,22474,9319,4,20763,3.25,8,18,27,330758,21748,341,4,42,True
348,14,4,Qiyana,Side.red,Lane.mid_lane,2,3228,3697,3228,2,7031,5.0,8,10,7,54741,6720,90,1,4,True
349,4,11,LeeSin,Side.red,Lane.jungle,13,265,20613,265,3,10886,7.666666666666667,10,14,14,110498,24501,26,2,27,True
350,14,4,Alistar,Side.blue,Lane.utility,16,0,872,0,2,10445,10.5,5,15,36,22005,24992,27,0,84,True
351,14,4,Leona,Side.red,Lane.utility,6,0,140,0,3,5636,2.0,0,11,21,17645,16586,40,0,68,False
352,4,14,Thresh,Side.red,Lane.utility,6,55,2274,55,1,5759,8.0,2,10,19,13310,5808,27,0,33,True
353,4,14,Thresh,Side.red,Lane.utility,23,1090,1971,1090,3,8950,9.0,4,12,38,18533,11070,30,1,64,True
354,11,4,Taliyah,Side.red,Lane.jungle,18,1619,49785,1619,10,17440,2.5,7,18,29,251779,53836,47,0,43,True
355,12,4,Graves,Side.red,Lane.top_lane,2,507,4610,507,4,8767,1.5,4,12,12,85173,14680,117,0,19,False
356,11,4,LeeSin,Side.red,Lane.jungle,11,1128,35119,1128,6,12092,3.1666666666666665,8,15,19,161642,25456,28,1,36,True
357,4,11,JarvanIV,Side.red,Lane.jungle,12,3450,24634,3450,3,8810,5.666666666666667,5,12,16,104919,16856,27,3,28,True
358,7,4,Jhin,Side.blue,Lane.bot_lane,11,4986,10611,4986,7,14316,2.7142857142857144,8,16,28,182133,21295,216,2,24,True
359,3,4,Rumble,Side.red,Lane.top_lane,2,650,1358,650,2,6092,1.0,0,12,6,83942,8329,147,0,17,False
360,6,4,Tryndamere,Side.red,Lane.top_lane,4,4284,16755,4284,6,22758,1.6666666666666667,6,18,10,505220,53830,435,2,58,False
361,11,4,Graves,Side.blue,Lane.jungle,10,1693,23565,1693,8,13332,2.25,8,15,19,169175,25581,38,2,52,True
362,4,3,Lucian,Side.red,Lane.bot_lane,1,341,341,341,8,4499,0.25,1,9,1,37084,9006,94,0,5,False
363,14,4,Nautilus,Side.red,Lane.utility,11,0,173,0,9,6580,1.3333333333333333,1,11,53,20984,20522,31,0,57,False
364,4,11,Zed,Side.red,Lane.jungle,3,1175,21779,1175,3,10056,3.0,6,12,7,135909,18432,20,0,15,False
365,12,4,Qiyana,Side.red,Lane.top_lane,6,5541,11285,5541,8,10752,1.125,3,14,14,115630,20983,173,2,32,True
366,4,12,Syndra,Side.blue,Lane.mid_lane,12,3804,5587,3804,3,13817,7.333333333333333,10,16,25,148548,13824,182,2,33,True
367,4,7,Aphelios,Side.red,Lane.bot_lane,4,128,6405,128,4,7872,1.5,2,12,11,86789,10979,161,0,28,True
368,4,11,Graves,Side.red,Lane.jungle,6,837,23870,837,7,13125,1.7142857142857142,6,15,20,229184,22865,74,0,37,False
369,11,4,Talon,Side.blue,Lane.jungle,10,2826,41422,2826,2,14722,9.0,8,16,5,227607,25126,46,2,45,True
370,14,4,Quinn,Side.blue,Lane.top_lane,3,11654,15192,11654,3,10959,2.3333333333333335,4,14,11,123097,9236,182,3,17,True
371,4,12,Corki,Side.red,Lane.mid_lane,5,2056,23793,2056,3,13484,2.3333333333333335,2,15,1,213547,25451,238,3,26,False
372,4,12,Jayce,Side.red,Lane.top_lane,9,10927,16746,10927,8,14204,2.625,12,15,14,157998,22675,166,4,32,False
373,4,14,Qiyana,Side.blue,Lane.mid_lane,1,4176,4176,4176,1,7798,9.0,8,12,5,62673,7006,102,1,13,True
374,12,4,Syndra,Side.blue,Lane.mid_lane,9,2091,2409,2091,7,10174,2.0,5,14,17,107183,14425,163,1,21,True
375,4,11,Viego,Side.blue,Lane.jungle,3,5305,33195,5305,3,10045,3.0,6,13,13,152779,22119,17,1,20,False
376,4,7,Lucian,Side.red,Lane.bot_lane,13,4801,12917,4801,10,15780,2.3,10,16,0,235661,25880,230,1,43,False
377,14,4,Rakan,Side.red,Lane.utility,14,289,422,289,3,8140,5.333333333333333,2,12,21,21493,10410,40,0,99,False
378,14,4,Rakan,Side.red,Lane.utility,22,1222,4637,1222,6,9590,3.8333333333333335,1,15,40,30594,16067,36,1,103,True
379,12,4,Camille,Side.red,Lane.top_lane,3,0,724,0,6,7549,0.8333333333333334,2,13,10,66959,18354,153,0,10,False
380,7,4,Caitlyn,Side.blue,Lane.bot_lane,8,2928,4732,2928,13,9421,0.8461538461538461,3,13,7,85006,22060,142,1,19,False
381,4,14,Nami,Side.red,Lane.utility,13,630,764,630,7,8225,2.0,1,13,19,13125,19670,22,0,71,False
382,1,4,Jinx,Side.blue,Lane.bot_lane,2,9551,17459,9551,1,11520,13.0,11,12,8,121630,9519,165,5,13,True
383,12,4,Syndra,Side.red,Lane.mid_lane,15,3669,7714,3669,5,13910,4.8,9,16,38,165821,15658,212,2,29,True
384,14,12,Akali,Side.red,Lane.top_lane,3,2999,3109,2999,8,12533,1.375,8,16,2,137219,23516,191,1,17,True
385,11,4,Graves,Side.blue,Lane.jungle,2,2069,11092,2069,3,9331,3.3333333333333335,8,11,14,115214,16251,40,1,15,False
386,4,3,Jhin,Side.red,Lane.bot_lane,4,942,3519,942,3,8984,2.0,2,11,8,90890,7245,177,2,21,True
387,12,4,Kassadin,Side.red,Lane.mid_lane,1,1476,1635,1476,2,8010,1.5,2,13,9,89521,11428,182,1,17,False
388,4,14,Azir,Side.blue,Lane.mid_lane,1,0,0,0,6,5484,0.5,2,10,4,37408,9881,100,0,15,False
389,14,4,Leblanc,Side.blue,Lane.mid_lane,3,0,5348,0,9,13793,1.8888888888888888,14,16,20,91494,29734,149,0,28,False
390,12,4,Graves,Side.blue,Lane.mid_lane,10,7041,23468,7041,1,13749,18.0,8,15,13,173616,16129,202,4,30,True
391,12,4,Orianna,Side.red,Lane.mid_lane,5,895,5043,895,1,8308,9.0,4,13,11,87620,6432,157,0,14,True
392,12,4,Kennen,Side.red,Lane.top_lane,12,6567,16770,6567,8,15359,2.5,8,18,23,162087,24319,175,3,36,True
393,14,4,Zed,Side.red,Lane.mid_lane,0,0,0,0,5,5462,0.2,1,10,3,57844,9215,118,0,20,False
394,12,4,Kennen,Side.blue,Lane.top_lane,13,7136,13298,7136,3,13755,6.333333333333333,6,16,29,148500,18076,184,4,35,True
395,4,12,Xerath,Side.red,Lane.bot_lane,15,2133,2133,2133,11,17227,2.0,7,17,24,202476,23257,231,0,32,False
396,12,4,Graves,Side.red,Lane.top_lane,5,5379,15448,5379,8,16837,2.125,12,18,14,228561,28495,241,3,36,True
397,14,4,Garen,Side.blue,Lane.top_lane,7,7856,9978,7856,2,14868,9.0,11,16,28,156284,20518,187,3,31,True
398,11,4,Viego,Side.red,Lane.jungle,4,0,20645,0,6,7681,1.0,2,12,11,117221,24339,11,0,41,False
399,14,4,Nautilus,Side.blue,Lane.utility,19,267,267,267,6,10042,4.0,5,15,83,35461,20610,48,0,63,True
400,4,12,Graves,Side.blue,Lane.top_lane,5,3663,9237,3663,4,10569,1.75,2,14,17,158858,16743,214,2,22,False
401,4,12,Vex,Side.blue,Lane.mid_lane,6,1462,1462,1462,1,5906,9.0,3,11,13,65715,8684,120,0,14,True
402,4,11,Ekko,Side.blue,Lane.jungle,9,0,12623,0,0,6086,11.0,2,10,5,79291,13276,8,0,18,True
403,14,4,Galio,Side.blue,Lane.utility,15,810,1812,810,2,7973,8.5,2,13,39,28895,12490,38,0,53,True
404,12,4,Zoe,Side.blue,Lane.mid_lane,1,1086,1279,1086,6,7516,0.3333333333333333,1,12,17,89637,15065,176,0,21,False
405,14,4,Lux,Side.red,Lane.utility,17,1660,4381,1660,6,7310,2.8333333333333335,0,11,28,29539,12558,28,0,56,True
406,4,7,Ezreal,Side.blue,Lane.bot_lane,4,3040,10530,3040,7,11244,0.7142857142857143,1,14,0,152708,22331,235,0,23,False
407,12,4,Jayce,Side.blue,Lane.top_lane,8,3875,4126,3875,6,10684,1.5,1,14,8,107465,15781,181,1,29,False
408,12,4,Zilean,Side.red,Lane.mid_lane,10,378,1273,378,2,8145,6.0,2,13,19,79037,12290,145,0,20,True
409,4,11,Zed,Side.red,Lane.jungle,3,154,6712,154,8,8923,0.875,4,11,5,103397,21258,20,1,18,False
410,14,4,Pyke,Side.blue,Lane.utility,7,749,749,749,7,6278,1.5714285714285714,4,9,17,19067,12169,40,0,48,False
411,12,4,Gangplank,Side.blue,Lane.top_lane,6,4663,7848,4663,4,9446,2.5,4,14,5,125503,18801,166,1,9,True
412,4,11,Rumble,Side.red,Lane.jungle,12,2944,7103,2944,5,12000,4.0,8,13,14,123452,24930,49,1,18,False
413,4,7,Kaisa,Side.red,Lane.bot_lane,5,6654,6787,6654,1,9023,9.0,4,11,0,68717,4023,148,3,9,True
414,4,7,Jhin,Side.blue,Lane.bot_lane,8,220,2276,220,7,9251,2.0,6,12,20,97606,18649,125,0,20,False
415,12,4,Jayce,Side.red,Lane.top_lane,13,8574,11553,8574,11,18854,2.909090909090909,19,18,12,222905,32784,201,3,35,True
416,14,4,Pyke,Side.blue,Lane.utility,10,887,887,887,5,9977,3.2,6,13,23,17881,16714,33,0,86,True
417,7,4,Vayne,Side.blue,Lane.bot_lane,2,2217,3354,2217,4,7876,1.25,3,10,4,66912,11755,155,1,11,True
418,12,4,Syndra,Side.red,Lane.mid_lane,7,8267,12700,8267,3,15750,6.333333333333333,12,17,28,232867,18047,249,3,33,True
419,14,4,Lux,Side.red,Lane.utility,16,1872,2191,1872,9,7379,1.7777777777777777,0,11,41,20825,11108,12,1,37,True
